Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,RT_Hand,0,1,0.0682263770236391,1,1,0,13.072296799859032,None,u,1,0.3832606999203563,13.072296799859032,None,13.072296799859032,None,13.072296799859032,None,13.489737699972466,None,13.489737699972466,None,13.798594599822536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,RT_Hand,0,2,0.9527470257130468,1,1,0,14.023060399806127,None,u,1,0.4484661999158561,14.023060399806127,None,14.023060399806127,None,14.023060399806127,None,14.50619289977476,None,14.50619289977476,None,14.817634899867699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,RT_Hand,0,3,1.0564733247995117,1,1,0,15.039894499816,None,h,1,0.4398484998382628,15.039894499816,None,15.039894499816,None,15.039894499816,None,15.505585299804807,None,15.505585299804807,None,15.815507599851117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,RT_Hand,0,4,0.7159340607811719,1,1,0,16.038480899995193,None,l,1,0.33736320002935827,16.038480899995193,None,16.038480899995193,None,16.038480899995193,None,16.425953999860212,None,16.425953999860212,None,16.73215109994635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,0,0.4334507632120277,1,1,0,,,,,,,,,,,,,,,,20.048752299975604,None,16.933234099997208,None,h,0.5152282000053674,16.933234099997208,None,17.493824299890548,None,h,0.5698814999777824,17.493824299890548,None,0,0,18.125197999877855,None,18.125197999877855,None,18.125197999877855,None,19.28215829981491,None,u,1,1.5540907001122832,18.125197999877855,None,19.742184599861503,None,19.742184599861503,None,19.742184599861503,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,1,1.2241266656624212,1,1,0,,,,,,,,,,,,,,,,22.182285899994895,None,,,,,,,,,,,,,0,0,20.275815299944952,None,20.275815299944952,None,20.275815299944952,None,20.6486707997974,None,u,1,1.5719099000561982,20.275815299944952,None,21.872206899803132,None,21.872206899803132,None,21.872206899803132,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,2,0.8807010638977759,1,1,0,,,,,,,,,,,,,,,,24.267367499880493,None,,,,,,,,,,,,,0,0,22.393006899859756,None,22.393006899859756,None,22.393006899859756,None,23.09968059998937,None,h,1,1.5112479000817984,22.393006899859756,None,23.954776200000197,None,23.954776200000197,None,23.954776200000197,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,3,0.6353689756222534,1,1,0,,,,,,,,,,,,,,,,26.315246399957687,None,,,,,,,,,,,,,0,0,24.478157399920747,None,24.478157399920747,None,24.478157399920747,None,25.432107799919322,None,l,1,1.5053464998491108,24.478157399920747,None,26.007345399819314,None,26.007345399819314,None,26.007345399819314,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,4,0.32927409937828744,1,1,0,,,,,,,,,,,,,,,,30.398829699959606,None,,,,,,,,,,,,,1,0,26.531034199986607,None,26.531034199986607,None,26.531034199986607,None,27.79891849984415,None,i,0,1.2683467001188546,26.531034199986607,None,,,,,,,27.83078459999524,None,27.83078459999524,None,h,0.557685500010848,29.818177099805325,None,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,0,0.018769575286022855,2,1,0,,,,,,,,,,,,,,,,33.299063599901274,None,,,,,,,30.610244899988174,None,h,0.6778597000520676,30.610244899988174,None,0,0,31.33750779996626,None,31.33750779996626,None,31.33750779996626,None,32.91608070000075,None,u,0,1.5979565000161529,31.33750779996626,None,32.98772389977239,None,32.98772389977239,None,32.98772389977239,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,1.145460273045603,2,1,0,,,,,,,,,,,,,,,,35.36564479977824,None,,,,,,,,,,,,,0,0,33.5263765999116,None,33.5263765999116,None,33.5263765999116,None,33.96564670000225,None,l,1,1.4658462998922914,33.5263765999116,None,35.06258689984679,None,35.06258689984679,None,35.06258689984679,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,2,1.235326358681824,2,1,0,,,,,,,,,,,,,,,,37.482374999905005,None,,,,,,,,,,,,,0,0,35.57804649998434,None,35.57804649998434,None,35.57804649998434,None,35.934468399966136,None,u,1,1.549626599997282,35.57804649998434,None,37.17517729988322,None,37.17517729988322,None,37.17517729988322,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,3,1.287759343819895,2,1,0,,,,,,,,,,,,,,,,39.51808719988912,None,,,,,,,,,,,,,0,0,37.690132699906826,None,37.690132699906826,None,37.690132699906826,None,37.999069899786264,None,h,1,1.4854356998112053,37.690132699906826,None,39.20859149983153,None,39.20859149983153,None,39.20859149983153,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,4,1.0013289834835417,2,1,0,,,,,,,,,,,,,,,,41.58223839988932,None,,,,,,,,,,,,,0,0,39.742608999833465,None,39.742608999833465,None,39.742608999833465,None,40.316940899938345,None,i,1,1.4809148001950234,39.742608999833465,None,41.274600099772215,None,41.274600099772215,None,41.274600099772215,None,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0031,Context_Learning_new,2020.1.3,59.94510226208467,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78235499979928,None,h,0.8020019999239594,41.78235499979928,None,media/dnnb.png,,,,,,,
