Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,RT_Hand,0,1,0.8970138268424026,1,1,0,16.313784500118345,None,u,1,0.45157959987409413,16.313784500118345,None,16.313784500118345,None,16.313784500118345,None,16.79235350014642,None,16.79235350014642,None,17.10537500004284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,RT_Hand,0,2,1.09558545867162,1,1,0,17.325446200091392,None,h,1,0.40845010010525584,17.325446200091392,None,17.325446200091392,None,17.325446200091392,None,17.765014600008726,None,17.765014600008726,None,18.07015180005692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,RT_Hand,0,3,0.36241415091367335,1,1,0,18.27629390009679,None,i,1,0.377961500082165,18.27629390009679,None,18.27629390009679,None,18.27629390009679,None,18.691550800111145,None,18.691550800111145,None,19.003609800012782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,RT_Hand,0,4,1.000168321863792,1,1,0,19.21069209999405,None,h,1,0.3951956999953836,19.21069209999405,None,19.21069209999405,None,19.21069209999405,None,19.645141700049862,None,19.645141700049862,None,19.953512400155887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,0,0.5278206100479657,1,1,0,,,,,,,,,,,,,,,,24.236380700021982,None,20.153570200083777,None,h,0.6683503999374807,20.153570200083777,None,20.869564700173214,None,h,1.6087804997805506,20.869564700173214,None,0,0,22.514948700089008,None,22.514948700089008,None,22.514948700089008,None,23.57032970013097,None,u,1,1.370956800179556,22.514948700089008,None,23.922030800022185,None,23.922030800022185,None,23.922030800022185,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,1,1.017256435821958,1,1,0,,,,,,,,,,,,,,,,26.319785800063983,None,,,,,,,,,,,,,0,0,24.444261700147763,None,24.444261700147763,None,24.444261700147763,None,25.020535600138828,None,i,1,1.530102699995041,24.444261700147763,None,26.016812900081277,None,26.016812900081277,None,26.016812900081277,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,2,0.020420880449868006,1,1,0,,,,,,,,,,,,,,,,28.269959800178185,None,,,,,,,,,,,,,0,0,26.538488400168717,None,26.538488400168717,None,26.538488400168717,None,None,None,h,1,1.3953828001394868,26.538488400168717,None,27.965666100149974,None,27.965666100149974,None,27.965666100149974,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,3,0.34944174528839334,1,1,0,,,,,,,,,,,,,,,,30.238012600224465,None,,,,,,,,,,,,,0,0,28.487165600061417,None,28.487165600061417,None,28.487165600061417,None,29.720824600197375,None,l,0,1.406668100040406,28.487165600061417,None,29.925816500093788,None,29.925816500093788,None,29.925816500093788,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,4,0.2675067663278077,1,1,0,,,,,,,,,,,,,,,,32.319974300218746,None,,,,,,,,,,,,,0,0,30.46092030010186,None,30.46092030010186,None,30.46092030010186,None,31.788208300014958,None,u,0,1.5207658999133855,30.46092030010186,None,32.0081424000673,None,32.0081424000673,None,32.0081424000673,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,0,1.0936182931808378,2,1,0,,,,,,,,,,,,,,,,38.203279700130224,None,,,,,,,32.523349300026894,None,h,3.8188151998911053,32.523349300026894,None,0,0,36.398362500127405,None,36.398362500127405,None,36.398362500127405,None,36.888578000012785,None,h,1,1.4716266999021173,36.398362500127405,None,37.903577000135556,None,37.903577000135556,None,37.903577000135556,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,0.6936291943560777,2,1,0,,,,,,,,,,,,,,,,40.25341590004973,None,,,,,,,,,,,,,0,0,38.42116150003858,None,38.42116150003858,None,38.42116150003858,None,39.320484900148585,None,l,1,1.4887277001980692,38.42116150003858,None,39.944388600066304,None,39.944388600066304,None,39.944388600066304,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,2,0.8972065654759517,2,1,0,,,,,,,,,,,,,,,,42.37039120006375,None,,,,,,,,,,,,,0,0,40.46154920011759,None,40.46154920011759,None,40.46154920011759,None,41.16979210008867,None,i,1,1.568386800121516,40.46154920011759,None,42.063883300172165,None,42.063883300172165,None,42.063883300172165,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,3,0.6178983342473185,2,1,0,,,,,,,,,,,,,,,,44.40342970006168,None,,,,,,,,,,,,,0,0,42.57782250014134,None,42.57782250014134,None,42.57782250014134,None,43.5369348002132,None,u,1,1.4761270999442786,42.57782250014134,None,44.09573270007968,None,44.09573270007968,None,44.09573270007968,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,4,0.41348491715240665,2,1,0,,,,,,,,,,,,,,,,46.48714800016023,None,,,,,,,,,,,,,0,0,44.614334700163454,None,44.614334700163454,None,44.614334700163454,None,45.78771740011871,None,h,1,1.527478199917823,44.614334700163454,None,46.180383200058714,None,46.180383200058714,None,46.180383200058714,None,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0043,Context_Learning_new,2020.1.3,59.101165783844024,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68672530003823,None,h,15.663194099906832,46.68672530003823,None,media/dinb.png,,,,,,,
