Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,RT_Hand,0,1,0.5856476739310039,1,1,0,11.244330699788406,None,l,1,0.3460256999824196,11.244330699788406,None,11.244330699788406,None,11.244330699788406,None,11.639307099860162,None,11.639307099860162,None,11.951611999887973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,0,0.8161255048584184,1,1,0,,,,,,,,,,,,,,,,15.302647599950433,None,12.152422699844465,None,h,0.7495222999714315,12.152422699844465,None,12.931843999773264,None,u,0.466602599946782,12.931843999773264,None,0,0,13.472230499843135,None,13.472230499843135,None,13.472230499843135,None,14.251583599951118,None,h,1,1.4541639999952167,13.472230499843135,None,14.996690999949351,None,14.996690999949351,None,14.996690999949351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,1,0.471420693957757,1,1,0,,,,,,,,,,,,,,,,17.41827159980312,None,,,,,,,,,,,,,0,0,15.520171499811113,None,15.520171499811113,None,15.520171499811113,None,16.634901999961585,None,i,0,1.5098494999110699,15.520171499811113,None,17.10860349982977,None,17.10860349982977,None,17.10860349982977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,0,0.6059569492897567,2,1,0,,,,,,,,,,,,,,,,20.15148609993048,None,,,,,,,17.63630719995126,None,i,0.6258479000534862,17.63630719995126,None,0,0,18.304844999918714,None,18.304844999918714,None,18.304844999918714,None,19.284849099814892,None,l,1,1.5012479999568313,18.304844999918714,None,19.8425103998743,None,19.8425103998743,None,19.8425103998743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,0.4280120869288526,2,1,0,,,,,,,,,,,,,,,,22.21834019990638,None,,,,,,,,,,,,,0,0,20.359300299780443,None,20.359300299780443,None,20.359300299780443,None,21.534989699954167,None,u,0,1.5267163999378681,20.359300299780443,None,21.905748499790207,None,21.905748499790207,None,21.905748499790207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,0,0.49442355690647477,1,1,,,,,,,,,,,,,27.41201079986058,None,27.41201079986058,None,28.439929999876767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.418372299987823,None,h,1.5085974999237806,22.418372299987823,None,media/dnnb.png,1,0,0,23.962197699816898,23.962197699816898,23.962197699816898,None,23.962197699816898,None,u,0,3.3718862999230623,23.962197699816898,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,0,0.4136322992308421,1,1,,,,,,,,,,,,,29.11548399995081,None,29.11548399995081,None,30.135581799782813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,28.66830479982309,28.66830479982309,28.66830479982309,None,28.66830479982309,None,h,0,0.37774210004135966,28.66830479982309,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,0,0.010114558071701474,1,1,,,,,,,,,,,,,31.292714399984106,None,31.292714399984106,None,32.30948399985209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,2,0,30.376611799933016,30.376611799933016,30.376611799933016,None,30.376611799933016,None,u,0,0.8533302000723779,30.376611799933016,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,0,1.16794426863975,1,1,,,,,,,,,,,,,33.09510579984635,None,33.09510579984635,None,34.12285859999247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,3,0,32.52869529998861,32.52869529998861,32.52869529998861,None,32.52869529998861,None,i,0,0.5024070998188108,32.52869529998861,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,l,CR_Old,0,0,0.6247768931087818,1,1,,,,,,,,,,,,,34.73161719995551,None,34.73161719995551,None,35.05721139977686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,4,0,34.35749759990722,34.35749759990722,34.35749759990722,None,34.35749759990722,None,l,1,0.2976519998628646,34.35749759990722,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,1.0263675821979648,1,1,,,,,,,,,,,,,36.263126499950886,None,36.263126499950886,None,36.58760889992118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,35.2787591998931,35.2787591998931,35.2787591998931,None,35.2787591998931,None,i,1,0.9115399001166224,35.2787591998931,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,2,1.2280511836767722,1,1,,,,,,,,,,,,,37.693318699952215,None,37.693318699952215,None,38.71542069991119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,36.81295509985648,36.81295509985648,36.81295509985648,None,36.81295509985648,None,u,0,0.8171248999424279,36.81295509985648,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,2,0.937219039075141,1,1,,,,,,,,,,,,,39.319324399810284,None,39.319324399810284,None,39.629364299820736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,1,0,38.92836519982666,38.92836519982666,38.92836519982666,None,38.92836519982666,None,h,1,0.3105334001593292,38.92836519982666,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR_Old,0,3,0.9621605866034554,1,1,,,,,,,,,,,,,40.47824649978429,None,40.47824649978429,None,40.807434499962255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,39.856603199848905,39.856603199848905,39.856603199848905,None,39.856603199848905,None,h,1,0.5574289001524448,39.856603199848905,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR_Old,0,4,0.0005793845890231797,1,1,,,,,,,,,,,,,41.797645499929786,None,41.797645499929786,None,42.12990679987706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,41.03486399981193,41.03486399981193,41.03486399981193,None,41.03486399981193,None,u,1,0.6753756999969482,41.03486399981193,None,,,,,,,,,,,,,2,1,2020_Dec_04_0130,Context_Learning_new,2020.1.3,59.990953323288764,
