1,u,"[1, -1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,0.014,0.1,media/hand.png,media/cross.png,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
2,i,"[1, -1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,0.057,0.08,media/hand.png,None,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
3,l,"[1, -1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,0.1,0.04,media/hand.png,None,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
0,h,"[-1, 1, -1]",media/djnb.png,media/djnb_r.png,media/djnb_g.png,None,None,None,None,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
1,u,"[-1, 1, -1]",media/dnnb.png,media/dnnb_r.png,media/dnnb_g.png,None,None,None,None,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
2,i,"[-1, 1, -1]",media/dinb.png,media/dinb_r.png,media/dinb_g.png,None,None,None,None,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
3,l,"[-1, 1, -1]",media/ddnb.png,media/ddnb_r.png,media/ddnb_g.png,None,None,None,None,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,media/dnnb.png,1,TR,0,0,2,1,0,1,0.014615967440641198,1,0,0,24.601921600056812,24.601921600056812,24.601921600056812,None,24.601921600056812,None,26.17172860004939,None,u,0,1.5927289999090135,24.601921600056812,None,26.22404220001772,None,26.22404220001772,None,26.22404220001772,None,26.53578169993125,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,2,TR,0,0,3,1,0,1,1.111139999311004,1,0,1,26.735809599980712,26.735809599980712,26.735809599980712,28.518930800026283,26.735809599980712,None,27.202635599998757,28.518930800026283,None,0,,26.735809599980712,None,,,,,,,32.50605050008744,None,28.544998300028965,None,28.544998300028965,None,h,1.9475901001133025,30.535735700046644,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,4,1,0,1,0.7004176228456886,1,0,1,32.719130699988455,32.719130699988455,32.719130699988455,34.50218449998647,32.719130699988455,None,33.60234490013681,34.50218449998647,None,0,,32.719130699988455,None,,,,,,,37.1357685001567,None,34.519992999965325,None,34.519992999965325,None,l,0.6038891000207514,36.50277390005067,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,media/dnnb.png,1,TR,0,0,5,1,0,1,0.5240856492698716,1,0,0,37.335736399982125,37.335736399982125,37.335736399982125,None,37.335736399982125,None,38.40401479997672,None,h,0,1.6826478000730276,37.335736399982125,None,39.0451422999613,None,39.0451422999613,None,39.0451422999613,None,39.352724700002,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,6,1,0,1,0.6588628778964538,1,0,0,39.55259300000034,39.55259300000034,39.55259300000034,None,39.55259300000034,None,40.48604390001856,None,u,1,1.7138513000681996,39.55259300000034,None,41.32902790000662,None,41.32902790000662,None,41.32902790000662,None,41.63780610007234,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,2,TR,0,0,7,1,0,1,0.4350397696867099,1,0,0,41.852428700076416,41.852428700076416,41.852428700076416,None,41.852428700076416,None,43.00246540014632,None,l,0,1.670444699935615,41.852428700076416,None,43.562298600096256,None,43.562298600096256,None,43.562298600096256,None,43.8693461001385,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,8,1,0,1,0.17207976307300643,1,0,0,44.07064460008405,44.07064460008405,44.07064460008405,None,44.07064460008405,None,45.48700740002096,None,h,1,1.643505600048229,44.07064460008405,None,45.74406639998779,None,45.74406639998779,None,45.74406639998779,None,46.05255310004577,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,9,1,0,1,1.2263395685802083,1,0,0,46.25259070005268,46.25259070005268,46.25259070005268,None,46.25259070005268,None,46.60526380012743,None,h,1,1.654053600039333,46.25259070005268,None,47.94826070009731,None,47.94826070009731,None,47.94826070009731,None,48.252610499970615,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,48.4550378001295,None,h,12.395456300117075,48.4550378001295,None,1,Symb,i,media/dnnb.png,1,TR,0,0,0,1,0,2,0.5944478332957159,1,0,0,60.870407700072974,60.870407700072974,60.870407700072974,None,60.870407700072974,None,61.86979430005886,None,u,0,1.755779700120911,60.870407700072974,None,62.662416300037876,None,62.662416300037876,None,62.662416300037876,None,62.97000480000861,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,1,1,0,2,0.8551438867250771,1,0,0,63.169440400088206,63.169440400088206,63.169440400088206,None,63.169440400088206,None,63.90277760010213,None,l,0,1.7368107000365853,63.169440400088206,None,64.93884339998476,None,64.93884339998476,None,64.93884339998476,None,65.25293090008199,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,media/ddnb.png,2,TR,0,0,2,1,0,2,0.15359118147006923,1,0,0,65.45283860014752,65.45283860014752,65.45283860014752,None,65.45283860014752,None,66.88805450010113,None,h,0,1.7503538001328707,65.45283860014752,None,67.24241530010477,None,67.24241530010477,None,67.24241530010477,None,67.55327340005897,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,media/dinb.png,2,TR,0,0,3,1,0,2,0.1740591125428539,1,0,0,67.75270940014161,67.75270940014161,67.75270940014161,None,67.75270940014161,None,69.17022039997391,None,u,0,1.7220930999610573,67.75270940014161,None,69.50595670007169,None,69.50595670007169,None,69.50595670007169,None,69.81953500001691,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,1,TR,0,0,4,1,0,2,0.5768626220647641,1,0,0,70.01983810006641,70.01983810006641,70.01983810006641,None,70.01983810006641,None,71.01977090002038,None,h,0,1.7345664000604302,70.01983810006641,None,71.78947890014388,None,71.78947890014388,None,71.78947890014388,None,72.10293609998189,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,media/dnnb.png,1,TR,0,0,5,1,0,2,1.2055529904548323,1,0,1,72.30306980013847,72.30306980013847,72.30306980013847,74.08633100008592,72.30306980013847,None,72.68632530001923,74.08633100008592,None,0,,72.30306980013847,None,,,,,,,76.986168500036,None,74.10293149994686,None,74.10293149994686,None,l,0.8835603999905288,76.08654420007952,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,1,TR,0,0,6,1,0,2,0.11068670047343576,1,0,1,77.18630650010891,77.18630650010891,77.18630650010891,78.969650400104,77.18630650010891,None,78.66972679994069,78.969650400104,None,0,,77.18630650010891,None,,,,,,,81.58637810009532,None,78.98629639996216,None,78.98629639996216,None,h,0.5927112000063062,80.96978019992821,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,media/dnnb.png,2,TR,0,0,7,1,0,2,1.1569703879374458,1,0,0,81.78638099995442,81.78638099995442,81.78638099995442,None,81.78638099995442,None,82.21976410015486,None,u,0,1.6077481000684202,81.78638099995442,None,83.43005280010402,None,83.43005280010402,None,83.43005280010402,None,83.73624849994667,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,media/djnb.png,2,TR,0,0,8,1,0,2,0.583514667509897,1,0,0,83.93638500012457,83.93638500012457,83.93638500012457,None,83.93638500012457,None,84.93864700011909,None,l,0,1.5384318998549134,83.93638500012457,None,85.52653830009513,None,85.52653830009513,None,85.52653830009513,None,85.83682510000654,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,9,1,0,2,0.49165962158582666,1,0,0,86.03645020001568,86.03645020001568,86.03645020001568,None,86.03645020001568,None,87.11947969999164,None,h,0,1.5820718000177294,86.03645020001568,None,87.63995700003579,None,87.63995700003579,None,87.63995700003579,None,87.95307489996776,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,88.15754540008493,None,h,13.148698500124738,88.15754540008493,None,0,Symb,h,media/djnb.png,1,TR,0,0,0,1,0,3,0.7040605613414015,1,0,0,101.33694780012593,101.33694780012593,101.33694780012593,None,101.33694780012593,None,102.22215529996902,None,h,1,1.6413122001104057,101.33694780012593,None,103.01399899995886,None,103.01399899995886,None,103.01399899995886,None,103.31993200001307,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,1,1,0,3,0.3912602407748067,1,0,0,103.51991580007598,103.51991580007598,103.51991580007598,None,103.51991580007598,None,104.70486650010571,None,u,1,1.6826604998204857,103.51991580007598,None,105.22934369998984,None,105.22934369998984,None,105.22934369998984,None,105.53657889994793,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,media/dnnb.png,1,TR,0,0,2,1,0,3,0.8907407588061469,1,0,0,105.73640529997647,105.73640529997647,105.73640529997647,None,105.73640529997647,None,106.43811390013434,None,l,0,1.5935853999108076,105.73640529997647,None,107.36034879996441,None,107.36034879996441,None,107.36034879996441,None,107.66975440015085,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,1,TR,0,0,3,1,0,3,0.6853869218321513,1,0,0,107.86974960006773,107.86974960006773,107.86974960006773,None,107.86974960006773,None,108.77018989995122,None,h,0,1.7083225001115352,107.86974960006773,None,109.60977290011942,None,109.60977290011942,None,109.60977290011942,None,109.91984839993529,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,media/dnnb.png,1,TR,0,0,4,1,0,3,0.3238108548147274,1,0,1,110.12004010006785,110.12004010006785,110.12004010006785,111.90375289996155,110.12004010006785,None,111.38790099998005,111.90375289996155,None,0,,110.12004010006785,None,,,,,,,114.15567729994655,None,111.92052619997412,None,111.92052619997412,None,h,0.22696250001899898,113.90335080004297,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,media/djnb.png,1,TR,0,0,5,1,0,3,0.8233548645957576,1,1,0,114.36981000006199,114.36981000006199,114.36981000006199,None,114.36981000006199,None,None,None,h,1,0.13705940009094775,114.36981000006199,None,,,,,,,117.35327980015427,None,114.53225659998134,None,114.53225659998134,None,l,0.8012514000292867,116.52104289992712,None,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,media/dinb.png,1,TR,0,0,6,1,0,3,0.5976697290020581,1,0,0,117.5595213000197,117.5595213000197,117.5595213000197,None,117.5595213000197,None,118.554065000033,None,u,1,1.7067080999258906,117.5595213000197,None,119.30943830008619,None,119.30943830008619,None,119.30943830008619,None,119.6201554001309,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,media/ddnb.png,1,TR,0,0,7,1,0,3,0.30310462960244045,1,0,0,119.82486149994656,119.82486149994656,119.82486149994656,None,119.82486149994656,None,121.10595949995331,None,h,0,1.7378956999164075,119.82486149994656,None,121.59199620014988,None,121.59199620014988,None,121.59199620014988,None,121.90339630004019,None,,,,,,,,,1,1,2020_Dec_04_1958,Context_Learning_new,2020.1.3,59.87306907498588,
