Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,0,0.18860812812386274,1,1,0,1,,,,,,,,,,,,,,,,16.07155550015159,None,13.037756000179797,None,h,0.4520831999834627,13.037756000179797,None,13.537951900158077,None,h,0.5198287998791784,13.537951900158077,None,0,0,14.119100500131026,None,14.119100500131026,None,14.119100500131026,None,15.521170100197196,None,i,0,1.610589199932292,14.119100500131026,None,15.766387900104746,None,15.766387900104746,None,15.766387900104746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,1,0.9819670270661413,1,1,0,1,,,,,,,,,,,,,,,,18.338349200086668,None,,,,,,,,,,,,,0,0,16.290171600179747,None,16.290171600179747,None,16.290171600179747,None,16.905213700141758,None,u,1,1.6957214998546988,16.290171600179747,None,18.032508000032976,None,18.032508000032976,None,18.032508000032976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR,0,0,0.21231385272966485,1,1,,1,,,,,,,,,,,,21.738988400204107,None,21.738988400204107,None,22.068492599995807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.538117400137708,None,h,1.9355166000314057,18.538117400137708,None,media/djnb.png,1,0,0,20.51654010009952,20.51654010009952,20.51654010009952,None,20.51654010009952,None,h,1,1.133657299913466,20.51654010009952,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR,0,1,0.98120701351324,1,1,,1,,,,,,,,,,,,22.946998300030828,None,22.946998300030828,None,23.97830509999767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,22.29457000014372,22.29457000014372,22.29457000014372,None,22.29457000014372,None,l,0,0.5952324999962002,22.29457000014372,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR,0,1,0.7193259369026752,1,1,,1,,,,,,,,,,,,24.556798600126058,None,24.556798600126058,None,24.888042900012806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,1,0,24.20998450019397,24.20998450019397,24.20998450019397,None,24.20998450019397,None,i,1,0.272043899865821,24.20998450019397,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,CR,0,2,0.6000689740924088,1,1,,1,,,,,,,,,,,,25.866408900124952,None,25.866408900124952,None,26.184850400080904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,25.113788600079715,25.113788600079715,25.113788600079715,None,25.113788600079715,None,h,1,0.6879799999296665,25.113788600079715,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR,0,3,0.9891702438702049,1,1,,1,,,,,,,,,,,,26.919694600161165,None,26.919694600161165,None,27.239327100105584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,26.40031270007603,26.40031270007603,26.40031270007603,None,26.40031270007603,None,u,1,0.43362580006942153,26.40031270007603,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,i,CR,0,4,0.6993396598471275,1,1,,1,,,,,,,,,,,,28.07100550015457,None,28.07100550015457,None,28.379871800076216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,27.462993600172922,27.462993600172922,27.462993600172922,None,27.462993600172922,None,i,1,0.5388986999168992,27.462993600172922,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,u,CR,0,5,0.5137175107058223,1,1,,1,,,,,,,,,,,,29.587294600205496,None,29.587294600205496,None,29.910975100006908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,28.619983300101012,28.619983300101012,28.619983300101012,None,28.619983300101012,None,u,1,0.8943028000649065,28.619983300101012,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,6,0.24626688330106727,1,1,,1,,,,,,,,,,,,30.55813300004229,None,30.55813300004229,None,30.88165570003912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,30.13988760020584,30.13988760020584,30.13988760020584,None,30.13988760020584,None,l,1,0.34969309996813536,30.13988760020584,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,7,0.4235697767433313,1,1,,1,,,,,,,,,,,,31.546488500200212,None,31.546488500200212,None,32.566722200019285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,31.109608200145885,31.109608200145885,31.109608200145885,None,31.109608200145885,None,h,0,0.3719486000481993,31.109608200145885,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,7,1.2256048951922043,1,1,,1,,,,,,,,,,,,33.25311200018041,None,33.25311200018041,None,33.56145950010978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,1,0,32.7807891999837,32.7807891999837,32.7807891999837,None,32.7807891999837,None,l,1,0.3969167999457568,32.7807891999837,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,CR,0,8,1.2191335785245347,1,1,,1,,,,,,,,,,,,34.28907920001075,None,34.28907920001075,None,34.60649360017851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,33.78150960011408,33.78150960011408,33.78150960011408,None,33.78150960011408,None,l,1,0.4292010001372546,33.78150960011408,None,,,,,,,,,,,,,1,1,2020_Dec_04_1500,Context_Learning_new,2020.1.3,60.01197842621274,
