Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,RT_Hand,0,1,0.4073965253512397,1,1,0,11.243778200121596,None,l,1,0.3766959998756647,11.243778200121596,None,11.243778200121596,None,11.243778200121596,None,11.662312699947506,None,11.662312699947506,None,11.965331100160256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,RT_Hand,0,2,0.9772532987986497,1,1,0,12.18365540006198,None,h,1,0.3820340000092983,12.18365540006198,None,12.18365540006198,None,12.18365540006198,None,12.592756200116128,None,12.592756200116128,None,12.89893010002561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,RT_Hand,0,3,0.8021497821490216,1,1,0,13.124749900074676,None,u,1,0.3445563998539001,13.124749900074676,None,13.124749900074676,None,13.124749900074676,None,13.508794600144029,None,13.508794600144029,None,13.815589000005275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,RT_Hand,0,4,0.07191409868648324,1,1,0,14.043968500103801,None,u,1,2.928532199934125,14.043968500103801,None,14.043968500103801,None,14.043968500103801,None,17.009615099988878,None,17.009615099988878,None,17.316727200057358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,0,0.25748444540919757,1,1,0,,,,,,,,,,,,,,,,20.582516400143504,None,17.532413800014183,None,h,0.5279588999692351,17.532413800014183,None,18.1105887000449,None,h,0.5189135000109673,18.1105887000449,None,0,0,18.717176700010896,None,18.717176700010896,None,18.717176700010896,None,20.049038800178096,None,i,0,1.5032756000291556,18.717176700010896,None,20.27736510010436,None,20.27736510010436,None,20.27736510010436,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,1.23584924113303,1,1,0,,,,,,,,,,,,,,,,22.634211900178343,None,,,,,,,,,,,,,0,0,20.790142599958926,None,20.790142599958926,None,20.790142599958926,None,21.132423900067806,None,l,1,1.438336699968204,20.790142599958926,None,22.32146940007806,None,22.32146940007806,None,22.32146940007806,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,2,0.7270530537517574,1,1,0,,,,,,,,,,,,,,,,24.68243240006268,None,,,,,,,,,,,,,0,0,22.857397499959916,None,22.857397499959916,None,22.857397499959916,None,23.716211900115013,None,h,1,1.4829855998978019,22.857397499959916,None,24.376664499985054,None,24.376664499985054,None,24.376664499985054,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,TR_Hand,0,3,0.2842272628921856,1,1,0,,,,,,,,,,,,,,,,26.748900500126183,None,,,,,,,,,,,,,0,0,24.890722200041637,None,24.890722200041637,None,24.890722200041637,None,26.18223060015589,None,i,0,1.521439200034365,24.890722200041637,None,26.438959000166506,None,26.438959000166506,None,26.438959000166506,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,4,0.22892828132886045,1,1,0,,,,,,,,,,,,,,,,28.76559570012614,None,,,,,,,,,,,,,0,0,26.965813500108197,None,26.965813500108197,None,26.965813500108197,None,28.332482800120488,None,h,0,1.454989799996838,26.965813500108197,None,28.454902500147,None,28.454902500147,None,28.454902500147,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,0,0.4043415176558376,2,1,0,,,,,,,,,,,,,,,,37.98265430005267,None,,,,,,,28.969465400092304,None,h,7.051078899996355,28.969465400092304,None,0,0,36.07685100007802,None,36.07685100007802,None,36.07685100007802,None,37.24903349997476,None,u,0,1.5673618000000715,36.07685100007802,None,37.67127960012294,None,37.67127960012294,None,37.67127960012294,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,1,0.5442934184628976,2,1,0,,,,,,,,,,,,,,,,39.865917100105435,None,,,,,,,,,,,,,0,0,38.19063820014708,None,38.19063820014708,None,38.19063820014708,None,39.24935119994916,None,i,0,1.3436435998883098,38.19063820014708,None,39.55924670002423,None,39.55924670002423,None,39.55924670002423,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,i,TR_Hand,0,2,0.1819464070648309,2,1,0,,,,,,,,,,,,,,,,41.84965350013226,None,,,,,,,,,,,,,0,0,40.07398060010746,None,40.07398060010746,None,40.07398060010746,None,41.49947190005332,None,l,0,1.4425753001123667,40.07398060010746,None,41.546159100020304,None,41.546159100020304,None,41.546159100020304,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,u,TR_Hand,0,3,0.8940444355392754,2,1,0,,,,,,,,,,,,,,,,43.900182800134644,None,,,,,,,,,,,,,0,0,42.0706846001558,None,42.0706846001558,None,42.0706846001558,None,42.76598519994877,None,u,1,1.4776098998263478,42.0706846001558,None,43.589723699958995,None,43.589723699958995,None,43.589723699958995,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,l,TR_Hand,0,4,0.8467639157387555,2,1,0,,,,,,,,,,,,,,,,45.999199999962,None,,,,,,,,,,,,,0,0,44.127275299979374,None,44.127275299979374,None,44.127275299979374,None,44.86686710012145,None,l,1,1.5332347000949085,44.127275299979374,None,45.69113990012556,None,45.69113990012556,None,45.69113990012556,None,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Dec_04_0033,Context_Learning_new,2020.1.3,59.12150172709125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.200117100030184,None,h,0.588177900062874,46.200117100030184,None,media/djnb.png,,,,,,,
